State,Index_code,Area_name, CLF14 , EMP14 , UNEMP14 ,URATE14, CLF15 , EMP15 , UNEMP15 ,URATE15, CLF16 , EMP16 , UNEMP16 ,URATE16, CLF17 , EMP17 , UNEMP17 ,URATE17, CLF18 , EMP18 , UNEMP18 ,URATE18,MHI17,MHI%ofState17
KY,0,Kentucky," 2,006,359 "," 1,876,841 "," 129,518 ",6.5," 1,979,694 "," 1,874,866 "," 104,828 ",5.3," 2,014,110 "," 1,910,901 "," 103,209 ",5.1,2053757,1953032,100725,4.9,"2,061,622","1,972,312","89,310",4.3,48332,100.0
KY,1,"Adair County, KY"," 7,225 "," 6,600 ", 625 ,8.7," 7,221 "," 6,703 ", 518 ,7.2," 7,081 "," 6,610 ", 471 ,6.7,7171,6736,435,6.1,"7,246","6,879",367,5.1,35026,72.5
KY,2,"Allen County, KY"," 8,669 "," 8,157 ", 512 ,5.9," 8,667 "," 8,245 ", 422 ,4.9," 8,845 "," 8,461 ", 384 ,4.3,8979,8608,371,4.1,"8,969","8,633",336,3.7,40955,84.7
KY,3,"Anderson County, KY"," 11,430 "," 10,835 ", 595 ,5.2," 11,337 "," 10,870 ", 467 ,4.1," 11,449 "," 10,985 ", 464 ,4.1,11838,11353,485,4.1,"11,951","11,520",431,3.6,53113,109.9
KY,4,"Ballard County, KY"," 3,676 "," 3,382 ", 294 ,8.0," 3,601 "," 3,353 ", 248 ,6.9," 3,641 "," 3,314 ", 327 ,9.0,3638,3358,280,7.7,"3,583","3,335",248,6.9,44010,91.1
KY,5,"Barren County, KY"," 18,723 "," 17,547 "," 1,176 ",6.3," 18,430 "," 17,476 ", 954 ,5.2," 18,845 "," 17,952 ", 893 ,4.7,19015,18132,883,4.6,"19,141","18,293",848,4.4,41477,85.8
KY,6,"Bath County, KY"," 4,722 "," 4,302 ", 420 ,8.9," 4,686 "," 4,325 ", 361 ,7.7," 4,756 "," 4,403 ", 353 ,7.4,4725,4350,375,7.9,"4,648","4,335",313,6.7,40507,83.8
KY,7,"Bell County, KY"," 9,312 "," 8,372 ", 940 ,10.1," 8,722 "," 7,974 ", 748 ,8.6," 8,655 "," 7,855 ", 800 ,9.2,8669,7980,689,7.9,"8,513","7,973",540,6.3,28150,58.2
KY,8,"Boone County, KY"," 65,263 "," 61,886 "," 3,377 ",5.2," 65,612 "," 62,944 "," 2,668 ",4.1," 67,213 "," 64,634 "," 2,579 ",3.8,69881,67171,2710,3.9,"70,741","68,362","2,379",3.4,78163,161.7
KY,9,"Bourbon County, KY"," 9,649 "," 9,106 ", 543 ,5.6," 9,742 "," 9,282 ", 460 ,4.7," 9,872 "," 9,399 ", 473 ,4.8,9891,9435,456,4.6,"9,704","9,317",387,4.0,46281,95.8
KY,10,"Boyd County, KY"," 19,080 "," 17,641 "," 1,439 ",7.5," 18,304 "," 17,048 "," 1,256 ",6.9," 18,539 "," 17,026 "," 1,513 ",8.2,18315,16995,1320,7.2,"18,099","17,028","1,071",5.9,40752,84.3
LA,0,Louisiana," 2,151,282 "," 2,014,189 "," 137,093 ",6.4," 2,158,656 "," 2,022,145 "," 136,511 ",6.3," 2,121,072 "," 1,992,625 "," 128,447 ",6.1,2103638,1995944,107694,5.1,"2,103,495","2,000,791","102,704",4.9,46283,100.0
LA,1,"Acadia Parish, LA"," 26,660 "," 25,126 "," 1,534 ",5.8," 25,814 "," 24,047 "," 1,767 ",6.8," 24,508 "," 22,701 "," 1,807 ",7.4,24013,22596,1417,5.9,"23,952","22,665","1,287",5.4,39252,84.8
LA,2,"Allen Parish, LA"," 8,901 "," 8,261 ", 640 ,7.2," 8,823 "," 8,209 ", 614 ,7.0," 8,898 "," 8,328 ", 570 ,6.4,8967,8496,471,5.3,"8,784","8,290",494,5.6,42846,92.6
LA,3,"Ascension Parish, LA"," 59,691 "," 56,508 "," 3,183 ",5.3," 61,641 "," 58,523 "," 3,118 ",5.1," 61,985 "," 58,960 "," 3,025 ",4.9,62740,60066,2674,4.3,"62,979","60,370","2,609",4.1,72154,155.9
LA,4,"Assumption Parish, LA"," 10,064 "," 9,289 ", 775 ,7.7," 9,801 "," 9,029 ", 772 ,7.9," 9,206 "," 8,435 ", 771 ,8.4,8933,8278,655,7.3,"8,941","8,345",596,6.7,45774,98.9
LA,5,"Avoyelles Parish, LA"," 16,135 "," 14,970 "," 1,165 ",7.2," 15,962 "," 14,762 "," 1,200 ",7.5," 15,683 "," 14,577 "," 1,106 ",7.1,15603,14648,955,6.1,"15,313","14,437",876,5.7,36177,78.2
LA,6,"Beauregard Parish, LA"," 14,801 "," 13,797 "," 1,004 ",6.8," 15,192 "," 14,229 ", 963 ,6.3," 15,063 "," 14,154 ", 909 ,6.0,14658,13875,783,5.3,"14,542","13,769",773,5.3,51422,111.1
LA,7,"Bienville Parish, LA"," 5,932 "," 5,462 ", 470 ,7.9," 5,802 "," 5,320 ", 482 ,8.3," 5,664 "," 5,234 ", 430 ,7.6,5628,5292,336,6.0,"5,670","5,339",331,5.8,30483,65.9
LA,8,"Bossier Parish, LA"," 58,164 "," 54,829 "," 3,335 ",5.7," 58,174 "," 54,887 "," 3,287 ",5.7," 57,582 "," 54,526 "," 3,056 ",5.3,57581,55016,2565,4.5,"57,620","55,156","2,464",4.3,52158,112.7
LA,9,"Caddo Parish, LA"," 111,121 "," 102,857 "," 8,264 ",7.4," 110,277 "," 102,400 "," 7,877 ",7.1," 107,033 "," 99,969 "," 7,064 ",6.6,104788,98730,6058,5.8,"104,778","99,027","5,751",5.5,37636,81.3
LA,10,"Calcasieu Parish, LA"," 94,560 "," 88,975 "," 5,585 ",5.9," 99,199 "," 93,850 "," 5,349 ",5.4," 102,880 "," 97,972 "," 4,908 ",4.8,108367,104081,4286,4.0,"109,878","105,683","4,195",3.8,52407,113.2
ME,0,Maine," 696,313 "," 657,188 "," 39,125 ",5.6," 683,209 "," 653,242 "," 29,967 ",4.4," 691,230 "," 665,062 "," 26,168 ",3.8,698419,674750,23669,3.4,"698,745","675,221","23,524",3.4,55980,100.0
ME,1,"Androscoggin County, ME"," 55,903 "," 52,872 "," 3,031 ",5.4," 54,794 "," 52,511 "," 2,283 ",4.2," 55,265 "," 53,284 "," 1,981 ",3.6,55567,53778,1789,3.2,"55,449","53,621","1,828",3.3,48446,86.5
ME,2,"Aroostook County, ME"," 32,947 "," 30,446 "," 2,501 ",7.6," 31,699 "," 29,826 "," 1,873 ",5.9," 31,428 "," 29,723 "," 1,705 ",5.4,31536,29979,1557,4.9,"31,085","29,589","1,496",4.8,42600,76.1
ME,3,"Cumberland County, ME"," 159,182 "," 152,163 "," 7,019 ",4.4," 157,886 "," 152,476 "," 5,410 ",3.4," 161,752 "," 157,049 "," 4,703 ",2.9,164595,160269,4326,2.6,"165,409","160,973","4,436",2.7,70661,126.2
ME,4,"Franklin County, ME"," 14,938 "," 13,966 ", 972 ,6.5," 14,532 "," 13,841 ", 691 ,4.8," 14,427 "," 13,783 ", 644 ,4.5,14447,13847,600,4.2,"14,471","13,890",581,4.0,45280,80.9
ME,5,"Hancock County, ME"," 29,772 "," 27,760 "," 2,012 ",6.8," 29,054 "," 27,438 "," 1,616 ",5.6," 29,139 "," 27,826 "," 1,313 ",4.5,29334,28178,1156,3.9,"29,407","28,291","1,116",3.8,51009,91.1
ME,6,"Kennebec County, ME"," 63,304 "," 59,907 "," 3,397 ",5.4," 61,613 "," 59,006 "," 2,607 ",4.2," 62,216 "," 59,952 "," 2,264 ",3.6,62732,60642,2090,3.3,"62,541","60,517","2,024",3.2,52265,93.4
ME,7,"Knox County, ME"," 20,643 "," 19,584 "," 1,059 ",5.1," 20,470 "," 19,632 ", 838 ,4.1," 20,683 "," 19,956 ", 727 ,3.5,20730,20059,671,3.2,"20,584","19,921",663,3.2,51723,92.4
ME,8,"Lincoln County, ME"," 17,201 "," 16,188 "," 1,013 ",5.9," 16,723 "," 15,981 ", 742 ,4.4," 16,992 "," 16,364 ", 628 ,3.7,17056,16488,568,3.3,"16,988","16,420",568,3.3,52019,92.9
ME,9,"Oxford County, ME"," 27,349 "," 25,435 "," 1,914 ",7.0," 26,525 "," 25,084 "," 1,441 ",5.4," 26,532 "," 25,306 "," 1,226 ",4.6,26843,25799,1044,3.9,"26,683","25,618","1,065",4.0,50367,90.0
ME,10,"Penobscot County, ME"," 78,958 "," 74,152 "," 4,806 ",6.1," 76,846 "," 73,216 "," 3,630 ",4.7," 76,882 "," 73,553 "," 3,329 ",4.3,76982,74026,2956,3.8,"77,127","74,207","2,920",3.8,49836,89.0
MA,0,Massachusetts," 3,568,321 "," 3,363,438 "," 204,883 ",5.7," 3,590,347 "," 3,417,789 "," 172,558 ",4.8," 3,619,684 "," 3,479,435 "," 140,249 ",3.9,3695994,3557038,138956,3.8,"3,805,450","3,678,402","127,048",3.3,77385,100.0
MA,1,"Barnstable County, MA"," 112,047 "," 104,026 "," 8,021 ",7.2," 111,629 "," 104,814 "," 6,815 ",6.1," 111,689 "," 106,206 "," 5,483 ",4.9,113343,108008,5335,4.7,"116,225","111,251","4,974",4.3,70576,91.2
MA,2,"Berkshire County, MA"," 65,736 "," 61,427 "," 4,309 ",6.6," 65,305 "," 61,781 "," 3,524 ",5.4," 64,454 "," 61,553 "," 2,901 ",4.5,65413,62532,2881,4.4,"66,109","63,440","2,669",4.0,56063,72.4
MA,3,"Bristol County, MA"," 288,796 "," 267,557 "," 21,239 ",7.4," 289,123 "," 271,367 "," 17,756 ",6.1," 290,092 "," 275,783 "," 14,309 ",4.9,295725,281525,14200,4.8,"302,918","289,955","12,963",4.3,67085,86.7
MA,4,"Dukes County, MA"," 9,475 "," 8,724 ", 751 ,7.9," 9,460 "," 8,842 ", 618 ,6.5," 9,357 "," 8,873 ", 484 ,5.2,9563,9092,471,4.9,"9,780","9,331",449,4.6,67390,87.1
MA,5,"Essex County, MA"," 405,075 "," 380,815 "," 24,260 ",6.0," 407,973 "," 387,578 "," 20,395 ",5.0," 410,886 "," 394,525 "," 16,361 ",4.0,418690,402649,16041,3.8,"429,887","415,184","14,703",3.4,75309,97.3
MA,6,"Franklin County, MA"," 39,513 "," 37,418 "," 2,095 ",5.3," 39,456 "," 37,723 "," 1,733 ",4.4," 39,568 "," 38,181 "," 1,387 ",3.5,40357,38995,1362,3.4,"41,365","40,115","1,250",3.0,57930,74.9
MA,7,"Hampden County, MA"," 222,233 "," 205,366 "," 16,867 ",7.6," 222,766 "," 208,514 "," 14,252 ",6.4," 222,185 "," 210,509 "," 11,676 ",5.3,225652,214107,11545,5.1,"231,265","220,606","10,659",4.6,51850,67.0
